 Preconditioned BiConjugate Gradient for N, ITOL =  1600    1
 ITER   Error Estimate            Alpha             Beta
   80    0.3801430E-01   -0.9975915E+00   -0.7342786E-01
   81    0.6705700E-01   -0.1261809E+01    0.4570984E-01
   82    0.8026802E-02   -0.1146890E+01   -0.4066351E+01
   83    0.1102124E-01    0.7357652E+00   -0.3677545E+00
   84    0.1517146E-01    0.1771881E+01   -0.2377092E+00
   85    0.2308801E-01    0.1951250E+01   -0.8575022E+00
   86    0.8917681E-02    0.6334570E-01   -0.1098227E+02
   87    0.3033877E-01   -0.1544689E+01    0.3832652E-01
   88    0.8717471E-02   -0.2809544E-01   -0.5553778E+02
   89    0.2687583E-03   -0.4580290E+00    0.3416660E-01
   90    0.1361934E-02   -0.2620217E+01   -0.1644897E-02
   91    0.1158325E-03   -0.2359871E+00   -0.1848961E+02
   92    0.8696542E-04    0.5280389E+00   -0.2924129E-02
   93    0.6946985E-04    0.2432482E+00   -0.4048813E-01
   94    0.6545987E-04    0.8000076E-01   -0.1518839E+00
   95    0.2403614E-04    0.6893290E+02   -0.1137531E+01
   96    0.7985119E-04   -0.3672921E+01    0.1150953E+02
   97    0.7098700E-05   -0.2916210E+00   -0.2109611E+02
   98    0.2561904E-05    0.4791329E+00   -0.1406037E-01
   99    0.1481520E-04    0.5954883E+00    0.2393802E+01
  100    0.2993948E-05   -0.3473714E-01    0.1450304E+02
  101    0.1405607E-05    0.5453070E+00   -0.3561660E-02
  102    0.9255907E-05   -0.7364701E+01    0.1058841E+00
  103    0.5267903E-06   -0.1123918E+00   -0.7889626E+02
 Preconditioned BiConjugate Gradient for N, ITOL =  1600    1
 ITER   Error Estimate            Alpha             Beta
    0    0.9773184E-05    0.1610807-309    0.6618505-310
    1    0.1184979E-04    0.3514406E+01    0.6618505-310
    2    0.1168678E-04    0.2337065E+01    0.6959346E+00
    3    0.8257069E-05    0.1457775E+01    0.7420376E-01
    4    0.1333274E-04    0.1321465E+01   -0.7617830E+00
    5    0.3571761E-04    0.6979332E+01    0.9119754E+00
    6    0.6867039E-04   -0.9710227E+00    0.6160730E+00
    7    0.1748200E-04   -0.7327517E+00   -0.4064726E+01
    8    0.3020977E-04   -0.1119815E+01    0.1123481E+00
    9    0.2570723E-04    0.2868675E+01   -0.1934554E+01
   10    0.3183025E-04   -0.5618369E+00    0.4119024E+01
   11    0.2977322E-04    0.4247368E+01   -0.4663934E+00
   12    0.4399554E-04   -0.3928332E+00   -0.1385342E+00
   13    0.5131290E-04   -0.1384665E+01   -0.1276181E+01
   14    0.1411409E-04    0.1342366E+01   -0.2493192E+01
   15    0.2817768E-05    0.6426275E+00   -0.7462673E-01
   16    0.1431629E-04   -0.1354637E+01    0.4045894E+00
   17    0.1617910E-05   -0.5702531E+00   -0.4169289E+01
   18    0.1123038E-05    0.1143570E+01    0.4999949E-01
   19    0.1584239E-03   -0.1245718E+03    0.5875911E+00
   20    0.1047753E-05   -0.9777504E-02   -0.1288541E+05
   21    0.1906813E-06    0.5777043E+00   -0.1543362E-04
   22    0.8074253E-07    0.8713824E+00   -0.9099817E-01
   23    0.7867371E-07    0.1461116E+01   -0.2950908E-01
   24    0.2603738E-07    0.3256598E+00   -0.5360709E+00
   25    0.8978803E-08    0.1466115E+01   -0.1360937E+00
 Preconditioned BiConjugate Gradient for N, ITOL =  4800    1
 ITER   Error Estimate            Alpha             Beta
    0    0.8885952E-02    0.1489917-308    0.6975637-309
    1    0.3086134E+00    0.5817981E+00    0.6975637-309
    2    0.2131866E-01   -0.1616961E-01    0.3672412E+02
    3    0.1187082E+00    0.1898921E+02   -0.8578246E-02
    4    0.1026547E+01    0.2824995E+01   -0.5658621E+01
    5    0.1777552E+00    0.2572490E+00   -0.9089795E+01
    6    0.6285863E-01    0.4752457E+00   -0.4215513E-01
    7    0.1022970E+00    0.1555789E+01   -0.7714464E-01
    8    0.8106672E-01   -0.2820494E+00    0.7445268E+01
    9    0.2425314E+00   -0.8358725E+01   -0.2520071E+00
   10    0.2313166E+00    0.9969931E+00   -0.6913384E+01
   11    0.2974888E+00   -0.3316914E+00    0.9475886E+00
   12    0.3043601E+00    0.2492929E+01   -0.7533411E+00
   13    0.1760160E+02    0.3429941E+02    0.1583450E+01
   14    0.4090470E+00    0.2004870E-01   -0.1625592E+04
   15    0.4947176E+00    0.1574129E+00   -0.1251953E-02
   16    0.4609801E+00    0.1397786E+00    0.3813718E+00
   17    0.1663920E+00    0.9257695E+00   -0.7421383E+00
   18    0.1248057E+00   -0.1924228E+00   -0.1830790E+01
   19    0.1174349E+00    0.5877082E-01   -0.3304202E-01
   20    0.6214012E+00    0.3392742E+02   -0.9460960E+00
   21    0.2999881E+00   -0.5969073E+00    0.1146220E+03
   22    0.2442576E+01    0.1629094E+02   -0.3889355E+00
   23    0.8586819E+00    0.2618156E+00   -0.2193216E+02
   24    0.7328017E+00    0.1015987E+01   -0.2024763E+00
   25    0.9973105E+00   -0.5737732E+00    0.1211867E+01
   26    0.1249124E+02   -0.7982649E+01   -0.9606959E+00
   27    0.1841662E+01    0.6427563E-01    0.1045348E+03
   28    0.7958025E+00    0.7054331E+00   -0.1155489E-01
   29    0.2234933E+01    0.4081761E+01   -0.7291509E+00
   30    0.2189578E+01    0.6696929E-01    0.5273889E+01
   31    0.1713784E+01    0.1112043E+01   -0.4158209E+00
   32    0.1902463E+00    0.2334202E+00   -0.1480467E+01
   33    0.1948544E+00   -0.7022126E-01   -0.2363513E-02
   34    0.2944841E+00    0.1031179E+02   -0.9830236E+00
   35    0.4631257E+00    0.2295759E+00   -0.1114111E+03
   36    0.1414534E+01   -0.1968723E+01    0.1068774E+00
   37    0.1006101E+01    0.8932901E-01    0.4682596E+01
   38    0.4538524E+00    0.1588873E+02   -0.3542183E+00
   39    0.7519238E+00   -0.5910869E+00    0.1587615E+02
   40    0.1041310E+01    0.2083770E+01   -0.6435525E+00
   41    0.4699051E+00    0.5258068E+00   -0.6217088E+00
   42    0.1310288E+01   -0.1005889E+01    0.3299673E+00
   43    0.3752695E+00   -0.1835315E+00   -0.8266438E+01
   44    0.5453827E+00    0.1647260E+01    0.5738033E-01
   45    0.2409190E+00    0.5441780E-01   -0.1213536E+02
   46    0.2419917E+00   -0.6782475E-02    0.3366965E-03
   47    0.3271356E+00   -0.1432603E+03   -0.1000831E+01
   48    0.5310305E+00    0.5026335E+01   -0.2197759E+03
   49    0.4438838E+00   -0.7864976E+00    0.8913517E+01
   50    0.7367771E+00   -0.8384912E+00   -0.8136721E+00
   51    0.3372686E+00    0.1467153E+00    0.9660159E+01
   52    0.7157077E+00   -0.1692669E+01    0.3270701E-01
   53    0.1004042E+02    0.1872968E+02   -0.2487355E+01
   54    0.1188435E+02    0.1397021E+00    0.5014355E+02
   55    0.8072958E+00    0.3103138E+00   -0.1491288E+01
   56    0.3137861E+00    0.4351385E+00    0.1623619E-01
   57    0.1051858E+01    0.3205747E+01   -0.4458443E+00
   58    0.1186480E+01    0.1103793E+00    0.9910886E+01
   59    0.5793113E+00    0.3170809E+00   -0.2143044E+00
   60    0.1049633E+01    0.2047733E+01   -0.5393279E+00
   61    0.5505388E+00    0.3953358E+00    0.4981243E+00
   62    0.2296479E+00    0.1247497E+01   -0.4002375E+00
   63    0.1660699E+00    0.1223663E+01    0.2799091E+00
   64    0.9040684E-01    0.2134700E+00   -0.2621232E+01
   65    0.9491998E-01   -0.4723463E-01   -0.4032602E-02
   66    0.1121779E+00    0.5298241E+01   -0.1053264E+01
   67    0.7261582E-01    0.4561582E+00   -0.4481548E+02
   68    0.2739374E+00    0.4275197E+01    0.3571977E+00
   69    0.2310941E+00    0.1262198E+01   -0.3508417E+01
   70    0.2512359E+00    0.2095788E+00    0.5200572E+00
   71    0.2589967E+00   -0.4996965E-01   -0.1838006E+00
   72    0.2376170E-01   -0.3033060E+01   -0.1425884E+01
   73    0.2034238E+00    0.4204620E+01   -0.4754106E+00
   74    0.4337771E-01    0.1760520E+00   -0.1476742E+02
   75    0.8340484E-01   -0.2199815E+01   -0.5919768E-02
   76    0.5253633E-01    0.2459674E+00    0.5583861E+01
   77    0.6548261E-01    0.6034541E+00   -0.4055334E+00
   78    0.6247781E-01   -0.5561898E+01    0.1075804E+01
   79    0.3672672E-01    0.8594124E+00   -0.4660957E+01
   80    0.6887184E+00   -0.3504533E+02   -0.2312565E+00
   81    0.3116116E-01   -0.2754701E-01   -0.1304345E+04
   82    0.9844101E-02   -0.1697683E+00    0.7380044E-02
   83    0.6879343E-02    0.4155267E+00   -0.1249929E+00
   84    0.7985129E-02    0.2059625E+00    0.1821916E+01
   85    0.9245909E-02    0.1524923E+01   -0.9621099E-01
   86    0.1375335E-01    0.2223219E+01   -0.5916649E+00
   87    0.8417567E-02    0.5564397E+00   -0.3353609E+01
   88    0.1998541E-03    0.1890845E+00   -0.1065813E+01
   89    0.1895359E-02    0.6200442E+01   -0.7066663E-03
   90    0.1038681E-03    0.1007571E+00   -0.4739663E+02
   91    0.7857490E-04    0.4169514E+00   -0.4765295E-03
   92    0.4024373E-04    0.1528891E+01   -0.1619483E+00
   93    0.8352202E-04   -0.2155015E+00    0.7301649E+01
   94    0.5377278E-04   -0.2756228E+01   -0.2053153E+00
   95    0.2005301E-04    0.2095683E+00   -0.1588095E+02
   96    0.1820232E-04    0.1564797E+00    0.2851722E-01
   97    0.8246294E-04    0.3541727E+01   -0.2090952E+01
   98    0.5224643E-05   -0.2243186E+00    0.2321985E+02
   99    0.2608900E-05    0.8476419E+00   -0.5683777E-02
  100    0.1097702E-05    0.5730981E+00   -0.1970454E+00
  101    0.2232121E-05    0.3389241E+01    0.1172529E+00
  102    0.4810635E-06    0.2089714E+00   -0.1074023E+02
 Preconditioned BiConjugate Gradient for N, ITOL =  1600    1
 ITER   Error Estimate            Alpha             Beta
    0    0.9684179E-05    0.1610807-309    0.6618505-310
    1    0.1174173E-04    0.3500699E+01    0.6618505-310
    2    0.1154568E-04    0.2336438E+01    0.7018112E+00
    3    0.8920266E-05    0.1546075E+01    0.6506116E-01
    4    0.1400275E-04    0.1252857E+01   -0.8674447E+00
    5    0.5175666E-04    0.9772565E+01    0.8319837E+00
    6    0.1124485E-03   -0.1007195E+01   -0.9961081E+00
    7    0.1186752E-04   -0.4804528E+00   -0.5504087E+01
    8    0.1284947E-04   -0.1018058E+00   -0.5811446E-02
    9    0.2408288E-04   -0.1436606E+02   -0.9516219E+00
   10    0.2330201E-04    0.2412345E+01   -0.2337812E+02
   11    0.1340740E-04    0.4604900E+00   -0.1450022E+01
   12    0.2013895E-04    0.2612920E+01   -0.4205528E+00
   13    0.1554411E-04    0.2434736E+00    0.2834303E+00
   14    0.4725623E-05    0.4100972E+01   -0.6457846E+00
   15    0.3795787E-05    0.7994046E+00    0.6601317E+00
   16    0.1499436E-05    0.8455974E+00   -0.4943619E+00
   17    0.2296776E-05    0.1765131E+01   -0.2511294E+00
   18    0.2677878E-05    0.1383558E+01    0.1645419E+01
   19    0.8603585E-06    0.6155851E+00   -0.1850208E+01
   20    0.8250028E-06    0.1438665E+01   -0.5967672E-01
   21    0.3853651E-06    0.8260550E+00   -0.4915983E+00
   22    0.6538835E-05   -0.1073459E+02   -0.7355441E-01
   23    0.4204900E-07   -0.3972044E-01   -0.2993621E+03
   24    0.6761713E-08    0.6630667E+00   -0.1151154E-03
 Preconditioned BiConjugate Gradient for N, ITOL =  4800    1
 ITER   Error Estimate            Alpha             Beta
    0    0.8799823E-02    0.1489917-308    0.6975637-309
    1    0.2401777E+00    0.4880387E+00    0.6975637-309
    2    0.2038856E-01   -0.2006368E-01    0.2482625E+02
    3    0.1210685E+00    0.1966952E+02   -0.1317723E-01
    4    0.1605262E+01    0.4328266E+01   -0.5591197E+01
    5    0.1656018E+00    0.1540068E+00   -0.2467001E+02
    6    0.6480929E-01    0.4312671E+00   -0.1552240E-01
    7    0.7980929E-01    0.1238279E+01   -0.8742204E-01
    8    0.7561546E-01   -0.3606564E+00    0.4156077E+01
    9    0.2861067E+00   -0.1125760E+02   -0.3742159E+00
   10    0.2903664E+00    0.8800873E+00   -0.1228075E+02
   11    0.2932943E+00   -0.1134766E-01    0.2710717E-01
   12    0.3075056E+00    0.8671996E+02   -0.1001169E+01
   13    0.1778024E+00    0.3639048E+00   -0.1503825E+02
   14    0.2979618E+00   -0.7723864E+00   -0.4432801E+00
   15    0.3194092E+00   -0.4632210E+00   -0.2877458E+01
   16    0.2345986E+00    0.3700869E+00   -0.1171340E+01
   17    0.1001763E+00    0.3594317E+00    0.1849611E+01
   18    0.1295329E+00   -0.5907041E+00    0.1576512E+00
   19    0.1286480E+00    0.7491661E-02   -0.2591015E-01
   20    0.2027193E+00    0.1225430E+02   -0.1049461E+01
   21    0.3193605E+00   -0.2599513E+01    0.3347690E+02
   22    0.3240259E+01   -0.2462702E+02   -0.6279311E+01
   23    0.3360750E+01   -0.5042450E+00   -0.4240773E+02
   24    0.1237432E+01    0.9802065E+00   -0.1210469E+01
   25    0.1298085E+01   -0.4300889E+00    0.5622180E+00
   26    0.1484321E+02   -0.7473572E+01   -0.1005996E+01
   27    0.1373142E+02   -0.5430840E+00   -0.1352742E+02
   28    0.6343403E+02   -0.2369161E+01   -0.1723854E+01
   29    0.2032914E+01    0.1270126E+00    0.1870971E+02
   30    0.1398489E+01    0.5013925E+00    0.3045484E-02
   31    0.5500972E+00    0.3206030E+00   -0.3622215E+00
   32    0.4231311E+00   -0.2132006E+00   -0.6972196E+00
   33    0.3976408E+00    0.1054127E+00    0.2823107E+00
   34    0.3358965E+00    0.3372141E+00    0.1388070E+00
   35    0.5203920E+00    0.5899447E+00   -0.1581039E+01
   36    0.1035293E+01   -0.3345065E+01    0.8211916E+00
   37    0.2448403E+02   -0.7462469E+02   -0.8744994E+01
   38    0.7279259E+00   -0.3410693E-01   -0.2316225E+04
   39    0.1882691E+01   -0.1417703E+01   -0.1244064E-02
   40    0.8832145E+01    0.4886653E+01   -0.1054784E+01
   41    0.9319437E+01    0.2794557E+00    0.6984407E+01
   42    0.1347372E+01    0.5089033E+00   -0.1202419E+01
   43    0.1067870E+01    0.5712688E+00   -0.3624682E-01
   44    0.1027458E+01    0.5578543E+00    0.3599499E+00
   45    0.1818069E+01    0.2135340E+00   -0.5653037E+01
   46    0.1004031E+01   -0.2476464E+00    0.7269192E+00
   47    0.8916333E+00    0.1665729E+01    0.3187025E+00
   48    0.1080929E+01    0.1852350E+00    0.5523467E+01
   49    0.5906132E+01    0.7793699E+01    0.3777114E+00
   50    0.1881861E+01   -0.2458181E+00    0.4423545E+02
   51    0.5147463E+01    0.6854046E+01   -0.1098978E+00
   52    0.6331694E+01   -0.7875549E+00    0.9325258E+01
   53    0.4708359E+02   -0.4060441E+01   -0.2666309E+00
   54    0.1818674E+01   -0.7924004E-01   -0.6377441E+02
   55    0.6701436E+01   -0.4241990E+01    0.4288482E-02
   56    0.1624231E+01   -0.1212675E+00   -0.4401865E+02
   57    0.1859529E+01    0.1311660E+01    0.1156111E-01
   58    0.1258634E+01   -0.1554692E+00    0.3051284E+01
   59    0.5342357E+01   -0.1938564E+01    0.2398803E+00
   60    0.3354036E+01    0.1490234E+00    0.2591617E+01
   61    0.1958779E+02    0.4659960E+01   -0.6078574E+00
   62    0.1114134E+02   -0.1475673E+00    0.2410111E+02
   63    0.2309557E+00    0.1398705E+00   -0.1082839E+01
   64    0.1868377E+00    0.1271547E+01   -0.1088428E-02
   65    0.8382650E-01    0.2522516E+00   -0.2114615E+01
   66    0.1144103E+00   -0.3580056E+00   -0.1414525E-01
   67    0.5678578E-01   -0.2663634E+01   -0.1901901E+01
   68    0.2261662E+00    0.3119669E+01   -0.1850858E+01
   69    0.4479463E+00    0.2233250E+01   -0.2412150E+01
   70    0.4602557E+00   -0.1395064E+00    0.7552113E+00
   71    0.4409824E+00    0.6135096E-01    0.8940916E+00
   72    0.3851751E-01    0.3403925E+01   -0.4633588E+00
   73    0.1084396E+00   -0.1295776E+01    0.2244494E+00
   74    0.5092765E-01   -0.5171438E+00   -0.7065514E+01
   75    0.4103373E-01    0.1810999E+01   -0.4694511E-01
   76    0.4019488E-01    0.4738054E-01   -0.1709644E+02
   77    0.5083105E-01   -0.3436402E+00   -0.2840844E-01
   78    0.7599519E-01   -0.1515257E+02   -0.9880467E+00
   79    0.2544562E+01    0.2538656E+02   -0.4596285E+02
   80    0.4151038E-01    0.1497684E-01   -0.1695487E+04
   81    0.1821936E+00   -0.5772822E+01    0.3054120E-04
   82    0.1807834E-01   -0.3112831E+00   -0.3043921E+02
   83    0.8495783E-02   -0.1510645E+00   -0.2619625E+00
   84    0.1080107E-01    0.5766362E+00    0.1798943E+00
   85    0.1851858E-01    0.2176421E+01   -0.1336048E+00
   86    0.6681890E-02    0.8725431E+00   -0.1445522E+01
   87    0.7170732E-02    0.1456085E+00    0.2282249E+00
   88    0.2626798E-03    0.1242550E+01   -0.6559791E+00
   89    0.2357735E-03    0.6918296E-01   -0.1439372E-01
   90    0.2607178E-02   -0.9118327E+01   -0.2958648E+00
   91    0.1090391E-03   -0.1022164E+00   -0.1125825E+03
   92    0.8573646E-04    0.3723592E+00   -0.3930532E-03
   93    0.1065620E-03    0.3258260E+01   -0.2690805E+00
   94    0.4545254E-04   -0.6200925E-01    0.3919272E+02
   95    0.7728764E-04   -0.3708935E+00    0.2989850E-01
   96    0.2427413E-04   -0.4216335E+01   -0.8576435E+00
   97    0.5967431E-04   -0.1960117E+01   -0.5504412E+00
   98    0.7456033E-05   -0.4908770E+00   -0.9048805E+01
   99    0.3103978E-05    0.7842432E+00   -0.2929592E-01
  100    0.1347200E-05    0.5404111E+00   -0.1583557E+00
  101    0.1766864E-05    0.2342113E+01    0.1101121E+00
  102    0.1854529E-05    0.6743329E-01    0.5790169E+01
  103    0.4833874E-06    0.4990018E+00   -0.5174006E+00
 Preconditioned BiConjugate Gradient for N, ITOL =  1600    1
 ITER   Error Estimate            Alpha             Beta
    0    0.9596445E-05    0.1610807-309    0.6618505-310
    1    0.1164042E-04    0.3495692E+01    0.6618505-310
    2    0.1145566E-04    0.2336175E+01    0.7021712E+00
    3    0.9242560E-05    0.1596579E+01    0.7779352E-01
    4    0.1285111E-04    0.1177029E+01   -0.8774799E+00
    5    0.2534046E-04    0.5059246E+01    0.7174143E+00
    6    0.3619196E-04    0.2240594E+01    0.2171705E+01
    7    0.4319816E-04    0.1613436E+01   -0.4257716E+00
    8    0.5501379E-04   -0.4543734E+00    0.5101005E+01
    9    0.6327420E-04   -0.5594405E+01   -0.3674465E+00
   10    0.6010552E-04    0.6115988E-01   -0.3493829E+00
   11    0.3104229E-04    0.8334450E+01   -0.9780869E+00
   12    0.1825397E-04    0.3506198E+00    0.3111882E+00
   13    0.2109019E-04    0.3072663E+01   -0.5868397E+00
   14    0.1082534E-04    0.3943708E+00    0.5697792E+00
   15    0.3190754E-05    0.1191201E+01   -0.2728271E+00
   16    0.2419878E-05    0.2567974E+00   -0.1111028E+00
   17    0.4513953E-05    0.1180921E+02   -0.7576600E+00
   18    0.4044806E-05    0.7765007E+00    0.9401183E+01
   19    0.1773521E-05    0.9302994E+00   -0.1064587E+01
   20    0.2378720E-04   -0.9005322E+01   -0.8864596E-01
   21    0.5243861E-06   -0.7994951E-01   -0.1294349E+03
   22    0.1001610E-06    0.5823023E+00   -0.9673102E-03
   23    0.1291905E-07    0.7317195E+00   -0.4617195E-01
   24    0.4527747E-07    0.3247389E+01   -0.4131377E-01
   25    0.2749427E-08    0.2447389E+00   -0.6882177E+01
 Preconditioned BiConjugate Gradient for N, ITOL =  4800    1
 ITER   Error Estimate            Alpha             Beta
    0    0.8710236E-02    0.1489917-308    0.6975637-309
    1    0.1926751E+00    0.4228274E+00    0.6975637-309
    2    0.1923189E-01   -0.2377994E-01    0.1810364E+02
    3    0.1233013E+00    0.2060573E+02   -0.1898366E-01
    4    0.1565741E+01    0.4171068E+01   -0.5928863E+01
    5    0.1731880E+00    0.1614009E+00   -0.2264558E+02
    6    0.6721336E-01    0.4590722E+00   -0.1624319E-01
    7    0.1289621E+00    0.2051525E+01   -0.1041614E+00
    8    0.8897755E-01   -0.3185219E+00    0.9043294E+01
    9    0.2854428E+00   -0.7275443E+01   -0.2328661E+00
   10    0.4132140E+00    0.1629387E+01   -0.7581962E+01
   11    0.4813794E+00   -0.3319677E+00    0.1752517E+01
   12    0.6808396E+00    0.2629637E+01   -0.6649156E+00
   13    0.2792646E+00    0.3202663E+00   -0.1550197E+01
   14    0.5011632E+00    0.1637671E+01   -0.3645036E+00
   15    0.4436812E+00    0.1001177E+00    0.5005017E+00
   16    0.1476849E+00    0.1665735E+01   -0.7657341E+00
   17    0.1520756E+00    0.9050244E-01   -0.3956230E+01
   18    0.2309913E+00   -0.5082819E+00    0.1266761E+00
   19    0.3922999E+00   -0.3232127E+00    0.9172532E+00
   20    0.2611479E+00    0.1260961E+00    0.1147824E+01
   21    0.4120143E+00    0.2756252E+01   -0.4046230E+00
   22    0.7802455E+01    0.2065964E+03    0.6909178E+01
   23    0.8405440E+01   -0.4194014E+00    0.3000834E+03
   24    0.1995199E+01    0.8367234E+00   -0.9803377E+00
   25    0.5502975E+01   -0.6861815E+00   -0.6228891E+00
   26    0.4221716E+01   -0.3947280E+00   -0.4210817E+01
   27    0.7281263E+01   -0.3660542E+00    0.8116648E-01
   28    0.9297646E+00   -0.8287035E+00   -0.2388765E+01
   29    0.3892584E+01   -0.6266749E+01   -0.1919677E+00
   30    0.3447010E+01    0.6997074E-01    0.1204731E+01
   31    0.2454873E+01    0.1010078E+02   -0.7708834E+00
   32    0.2163840E+01    0.1819091E+00   -0.2391884E+01
   33    0.2015670E+01    0.1175628E+00    0.4528562E+00
   34    0.3438994E+01    0.1926343E+01   -0.8382687E+00
   35    0.6051115E+01   -0.3004820E+01    0.2969236E+01
   36    0.4979700E+01   -0.1200789E+00   -0.1587120E+02
   37    0.1279820E+02    0.2769172E+01    0.2383057E+00
   38    0.4839976E+00    0.1544803E+00   -0.1049800E+02
   39    0.1427037E+01   -0.9462412E+00   -0.1144338E-01
   40    0.1661323E+01   -0.1794474E+01   -0.1882485E+01
   41    0.2294182E+01    0.1590426E+01   -0.1180631E+01
   42    0.3301750E+01   -0.3126559E+00    0.5751193E-01
   43    0.2025926E+01   -0.5508466E-01   -0.8735599E+01
   44    0.7295345E+00    0.4896979E+01    0.1109418E+00
   45    0.9466561E+00   -0.1514811E+01   -0.2107724E+01
   46    0.2007106E+01   -0.2510195E+01   -0.1766632E+01
   47    0.1746201E+01    0.4783193E+00   -0.3706443E+01
   48    0.3753156E+01   -0.3384494E+00    0.4782807E+01
   49    0.5237223E+01   -0.2711409E+00   -0.8544646E-01
   50    0.4630978E+00   -0.1426374E+01   -0.2120054E+01
   51    0.2335846E+01   -0.2374782E+01   -0.2015922E+00
   52    0.2849238E+01   -0.2907097E+00   -0.1969291E+01
   53    0.1513899E+01    0.8727995E+00   -0.1427035E+01
   54    0.2697481E+01   -0.7829808E+00   -0.4788146E+01
   55    0.5406900E+01   -0.1389798E+01   -0.5308394E+00
   56    0.5004422E+01   -0.9901136E+00   -0.3987953E+01
   57    0.2382731E+01    0.4204675E+00    0.1420313E+01
   58    0.2182175E+01    0.5571226E-01   -0.1348307E-01
   59    0.5782561E+00    0.1104455E+02   -0.8858395E+00
   60    0.1344322E+01    0.1250646E+01   -0.3302823E+01
   61    0.2101827E+00    0.2367718E+00   -0.2448817E+01
   62    0.1625439E+00    0.1033176E+00    0.1592144E+00
   63    0.9000867E-01    0.8911911E+00   -0.5664146E-01
   64    0.6690401E-01    0.3735266E+00   -0.6020795E+00
   65    0.1174159E+00   -0.9100189E+00   -0.9118992E-01
   66    0.7637138E-01   -0.1890960E+01   -0.3251247E+01
   67    0.1550394E+00    0.1356738E+01   -0.1401410E+01
   68    0.1956100E+00    0.1820459E+01   -0.1140563E+01
   69    0.2581928E+00   -0.3240660E+00   -0.4869433E+00
   70    0.3068219E+00    0.3419056E+00   -0.1387530E+01
   71    0.2382125E-01    0.4393068E+00   -0.3469289E+01
   72    0.6342639E+00   -0.1321179E+02    0.4623210E-01
   73    0.5411713E-01   -0.6483835E-01   -0.2375173E+03
   74    0.3179576E-01    0.1320821E+01   -0.7349231E-03
   75    0.3876891E-01   -0.1121733E+00    0.2270414E+01
   76    0.5958584E-01    0.3028062E+00   -0.1453313E+01
   77    0.1241686E+00    0.1334594E+02    0.4737964E+00
   78    0.1228350E+00   -0.2448008E+00    0.1532740E+02
   79    0.3988386E-01    0.9600946E+00   -0.1246284E+01
   80    0.1648625E+00    0.9466084E+01   -0.7636251E-01
   81    0.7056818E-02    0.1555148E+00   -0.4382021E+02
   82    0.6547415E-02    0.6082538E+00   -0.1001298E-01
   83    0.8241239E-02    0.1829839E+01   -0.2353033E+00
   84    0.7072699E-02    0.1642758E+00   -0.4560058E+00
   85    0.1240963E-01   -0.1930574E+01   -0.1861795E+01
   86    0.3934162E-01    0.1835211E+01    0.2317576E+01
   87    0.2009118E-03    0.6104356E-01   -0.2242478E+02
   88    0.2267219E-03   -0.5945262E-01   -0.2033089E-04
   89    0.6691996E-03   -0.4727379E+01   -0.1628245E+01
   90    0.9648920E-04    0.2346297E+00    0.9995356E+01
   91    0.9069343E-04    0.8382327E-01   -0.5414553E-03
   92    0.7535040E-04    0.1113419E+02   -0.8031836E+00
   93    0.2119612E-03   -0.1414508E+01    0.1692791E+02
   94    0.1809678E-04   -0.6633050E+00   -0.2768855E+01
   95    0.1297697E-02    0.8092163E+02   -0.3290787E-01
   96    0.4077209E-05    0.1054198E-01   -0.7503266E+04
   97    0.2054861E-05    0.3300625E+00   -0.1562771E-04
   98    0.2497651E-05   -0.3418080E+00   -0.1557454E+01
   99    0.1137211E-05    0.7793158E+00    0.1245133E+00
  100    0.1120674E-05    0.1350205E+01    0.2215625E+00
  101    0.6624128E-06    0.9271512E-01   -0.4065770E+01
 Preconditioned BiConjugate Gradient for N, ITOL =  1600    1
 ITER   Error Estimate            Alpha             Beta
    0    0.9554478E-05    0.1610807-309    0.6618505-310
    1    0.1156868E-04    0.3480800E+01    0.6618505-310
    2    0.1143066E-04    0.2346716E+01    0.6991933E+00
    3    0.9844213E-05    0.1667676E+01    0.7735367E-01
    4    0.1243617E-04    0.1123996E+01   -0.9033806E+00
    5    0.3672723E-04    0.7101922E+01    0.7053629E+00
    6    0.9155142E-04    0.3090285E+01    0.2787207E+00
    7    0.3743576E-03    0.2388523E+01   -0.2443959E+01
    8    0.7844467E-05    0.6176916E-01   -0.2871217E+02
    9    0.2627934E-04   -0.4298845E+00   -0.1191442E-01
   10    0.2388317E-04   -0.2005824E+01   -0.6670119E+00
   11    0.2650545E-04    0.6126030E+01   -0.1154169E+01
   12    0.1710455E-04    0.1373093E+01    0.4737202E+01
   13    0.8557796E-05    0.6248302E+00   -0.7550914E+00
   14    0.3600287E-05    0.4584454E+00   -0.4156140E-01
   15    0.1072650E-04    0.2345125E+01   -0.6585253E+00
   16    0.4982541E-05    0.5826484E+00    0.1108772E+01
   17    0.3979835E-05    0.1786800E+00   -0.5196906E-01
   18    0.2555579E-05    0.1284702E+02   -0.7842846E+00
   19    0.2181727E-05    0.8006790E+00    0.4435367E+01
   20    0.2259227E-06    0.1120209E+01   -0.9872084E+00
   21    0.7629303E-06    0.3130740E+01   -0.2081978E-01
   22    0.4826004E-07    0.1705895E+00   -0.1219283E+02
   23    0.1241638E-07    0.7282738E+00    0.1675675E-02
   24    0.2118298E-07   -0.6168636E+00   -0.3732235E-01
   25    0.9092480E-08   -0.1691736E+01   -0.2429400E+01
 Preconditioned BiConjugate Gradient for N, ITOL =  4800    1
 ITER   Error Estimate            Alpha             Beta
    0    0.8666887E-02    0.1489917-308    0.6975637-309
