 Preconditioned BiConjugate Gradient for N, ITOL =  1600    1
 ITER   Error Estimate            Alpha             Beta
   69    0.2662741E-01   -0.4926120E+02   -0.1043189E+01
   70    0.2871129E-01   -0.8581495E-01   -0.4788082E+00
   71    0.3861864E-01   -0.1544994E+01   -0.8740054E+00
   72    0.3944674E-01   -0.2262841E-01   -0.1278724E+01
   73    0.3710935E-01   -0.1997653E+02   -0.1338362E+01
   74    0.3059730E-01    0.2922415E+00    0.8817053E+01
   75    0.4720552E-01    0.2379722E+01   -0.3320400E+00
   76    0.6507503E-01    0.3140437E+00   -0.2407580E+02
   77    0.9754955E-02   -0.5167728E+00    0.7607830E+00
   78    0.1398886E-01    0.1178974E+01   -0.5338752E-01
   79    0.1442213E-01   -0.1213534E+00   -0.7427180E-01
   80    0.6403004E-02   -0.5036256E+01   -0.1173971E+01
   81    0.1883261E-02    0.9310065E+00   -0.2260238E+01
   82    0.8521563E-03    0.6644314E+00   -0.1382795E+00
   83    0.7305535E-03    0.1854289E+00   -0.5839323E-01
   84    0.3277741E-02   -0.1534850E+01    0.1252414E+01
   85    0.1208090E-02   -0.8634902E+00   -0.3953825E+01
   86    0.7102062E-03    0.2829664E+00   -0.2239215E+00
   87    0.5210211E-03    0.6966009E+00   -0.2801062E+00
   88    0.1107846E+00    0.2008833E+03   -0.6512817E+00
   89    0.1834428E-03   -0.7103180E-03    0.2815923E+06
   90    0.3748232E-04    0.1198302E+01    0.7974601E-06
   91    0.2203952E-04    0.9079131E+00   -0.1187450E+00
   92    0.1221882E-04    0.9490674E+00   -0.1623847E+00
   93    0.9222651E-05    0.5542955E+00    0.1594134E+00
   94    0.1242845E-04   -0.9217013E+00   -0.3831300E+00
   95    0.7144644E-05   -0.8287563E-01   -0.2384160E+02
   96    0.4514570E-05    0.8065857E+00   -0.5133968E-02
   97    0.8124314E-05   -0.2071274E+01   -0.1034735E+00
   98    0.3501980E-05    0.4366218E-01    0.5893463E+02
   99    0.1508898E-05    0.1701117E+01   -0.4254678E-02
  100    0.2271265E-05   -0.9509305E+00    0.2223748E-01
  101    0.3613701E-05   -0.2310593E+01   -0.4596654E+01
  102    0.5818429E-05    0.3236330E+00   -0.3366863E+01
  103    0.2660424E-06    0.4144267E+00   -0.1730036E+01
 Preconditioned BiConjugate Gradient for N, ITOL =  1600    1
 ITER   Error Estimate            Alpha             Beta
    0    0.4954136E-05    0.1610807-309    0.6618505-310
    1    0.5595489E-05    0.2881357E+01    0.6618505-310
    2    0.6496904E-05    0.2657143E+01    0.6008804E+00
    3    0.5965006E-05    0.1794171E+01    0.1830989E+00
    4    0.5529106E-05    0.1254985E+01   -0.4824784E+00
    5    0.1941427E-04   -0.5185821E+01    0.8831498E+00
    6    0.2720690E-04   -0.1476609E+01   -0.3692294E+01
    7    0.1523808E-04    0.1354484E+01   -0.6293809E+00
    8    0.9138091E-05    0.4337357E+00   -0.1150909E+01
    9    0.1579264E-04   -0.5922287E+00   -0.1087171E+00
   10    0.5862562E-05   -0.4027240E+01   -0.1662938E+01
   11    0.3136112E-05    0.1019985E+01   -0.3811115E+00
   12    0.2407506E-05    0.1079063E+01   -0.2755601E+00
   13    0.2300051E-05    0.1323123E+01    0.4813038E+00
   14    0.3487794E-05    0.1492156E+01   -0.1144083E+01
   15    0.1079474E-04   -0.1507742E+01   -0.3155844E+00
   16    0.1450755E-05   -0.2524488E+00   -0.9884084E+01
   17    0.1028565E-05    0.2323034E+00   -0.6249213E-02
   18    0.4368477E-06    0.6052591E+01   -0.5789419E+00
   19    0.4449446E-07    0.6779163E+00    0.1062181E+01
   20    0.2487506E-06   -0.3389350E+01    0.7756117E-02
   21    0.3747653E-08   -0.1729712E+00   -0.2897312E+02
 Preconditioned BiConjugate Gradient for N, ITOL =  4800    1
 ITER   Error Estimate            Alpha             Beta
    0    0.3911124E-02    0.1489917-308    0.6975637-309
    1    0.1533671E+00    0.4574285E+00    0.6975637-309
    2    0.1056387E-01   -0.2088242E-01    0.2274912E+02
    3    0.1383878E+00    0.2921182E+02   -0.9126603E-02
    4    0.6178221E+00    0.1642747E+01   -0.2792633E+02
    5    0.1262498E+00    0.2849502E+00   -0.4727178E+01
    6    0.5366050E-01    0.6836471E+00   -0.5467463E-01
    7    0.4554025E-01    0.6900870E+00   -0.1706823E+00
    8    0.8206220E+00    0.3113356E+02    0.3319611E+00
    9    0.5249634E-01    0.5986794E-01   -0.4702754E+03
   10    0.1464566E+00    0.4019859E+01   -0.3526888E-02
   11    0.5054648E-01   -0.2000621E+00    0.2159195E+02
   12    0.5611276E-01   -0.2625328E+00   -0.1190235E-01
   13    0.8155324E-01   -0.3849201E+01   -0.1204439E+01
   14    0.6186751E-01    0.4710972E+00   -0.3562388E+01
   15    0.6151015E+00    0.1994968E+01    0.4245434E+01
   16    0.1286008E+00    0.1612467E+00   -0.7210116E+01
   17    0.9219500E-01   -0.4813717E+00   -0.1175027E+00
   18    0.7662891E+00    0.1700472E+01    0.2585451E+01
   19    0.6240228E+00    0.8506305E+00   -0.7069085E+00
   20    0.1847240E+01    0.7384387E+00   -0.1808251E+01
   21    0.7652410E+00    0.1362078E+00   -0.1705545E+01
   22    0.2427360E+00    0.4862152E+01   -0.1310561E+00
   23    0.2534343E+00   -0.3148532E-01   -0.3237717E-01
   24    0.9559002E-01   -0.2813730E+02   -0.1064883E+01
   25    0.1169295E+00    0.4965844E+00    0.2322842E+02
   26    0.1951742E+00   -0.5729393E+00    0.3420483E+00
   27    0.2666001E+00    0.5530588E+01   -0.1367319E+01
   28    0.6355808E+00   -0.1963498E+01    0.4838024E+01
   29    0.3459432E+01    0.5082383E+00   -0.2492337E+02
   30    0.3799021E+00    0.6483706E-01   -0.8490458E+01
   31    0.3354476E+00    0.1055229E+01   -0.8160593E-02
   32    0.1055544E+01   -0.1927605E+02    0.9090765E+00
   33    0.1076694E+01    0.1055046E+00   -0.2336139E+02
   34    0.2341465E+00    0.5861018E+00   -0.1983880E+01
   35    0.3732831E+00   -0.5334940E+00    0.3365787E-01
   36    0.2425032E+00   -0.1243845E+01   -0.2360333E+01
   37    0.2027266E+00    0.3879711E+00   -0.2672607E+00
   38    0.1722333E+00    0.3605270E+01   -0.4564699E+00
   39    0.1137379E+02    0.9114448E+02    0.2261835E+01
   40    0.2794714E+02    0.6587832E+00    0.3184060E+03
   41    0.4299676E+01    0.6668706E-01   -0.1264062E+02
   42    0.1984246E+01    0.1251911E+00    0.3857701E-01
   43    0.1501902E+00    0.2867484E+00    0.2456038E+00
   44    0.1033058E+01   -0.4712531E+01   -0.5078289E-02
   45    0.7812494E+00   -0.1327587E+00   -0.1738392E+02
   46    0.1269455E+00    0.3188936E+00   -0.5654529E+00
   47    0.1937907E+00   -0.2259540E+02   -0.5831699E-01
   48    0.9444500E+00   -0.2498447E+01   -0.2712100E+00
   49    0.1951703E+00   -0.3891640E-03   -0.6409438E+04
   50    0.8474049E+00    0.7255502E+03    0.1580229E-03
   51    0.1185237E+01    0.1454403E+01   -0.3092325E+03
   52    0.1485180E+01   -0.2265123E+00    0.9627369E+01
   53    0.2159640E+00   -0.6108067E+00   -0.3659658E+00
   54    0.3380224E+00    0.1164053E+01    0.1072019E+00
   55    0.3940247E+01   -0.1849949E+02    0.1105029E+01
   56    0.5392197E+00    0.3730112E-01    0.3001164E+03
   57    0.2785356E+00    0.6076497E+00    0.1195719E-01
   58    0.3303611E+00    0.9880117E+00   -0.2692731E+00
   59    0.2313707E+00    0.5122758E+00   -0.9734829E+00
   60    0.2002667E+00   -0.1152598E+00    0.8887212E+00
   61    0.1668108E+00    0.1745003E+00   -0.6555089E-01
   62    0.1655446E+00    0.8906909E+01   -0.6438503E+00
   63    0.6914493E-01    0.4493726E+00   -0.3183929E+01
   64    0.1313564E+00    0.2431033E+01   -0.3326615E+00
   65    0.9957699E-01    0.5059168E+00    0.1515134E+01
   66    0.1418102E+00    0.3540741E+01   -0.9044934E+00
   67    0.7565357E-01    0.3107559E+00   -0.5329961E+01
   68    0.1453527E+01    0.1508864E+02   -0.1009949E+00
   69    0.4809438E-01    0.1024402E-01   -0.1287269E+04
   70    0.3752785E-01    0.2591078E+00   -0.2397887E-03
   71    0.5017585E-01   -0.8653985E+00   -0.6815004E+00
   72    0.2812687E-01    0.1559694E+00    0.9736115E+01
   73    0.5854355E-01    0.3413807E+01   -0.1297798E+00
   74    0.2484053E-01    0.3455902E+00   -0.2683316E+01
   75    0.2445441E+01    0.1036205E+03   -0.7010432E-01
   76    0.4450007E-01   -0.5908327E-02    0.1783328E+05
   77    0.1042195E-01   -0.2567272E+01   -0.2004069E-03
   78    0.2097135E-01    0.1821939E+01   -0.3053995E+00
   79    0.5106245E-01   -0.1461968E+01   -0.6355568E+00
   80    0.3834211E-02   -0.3601858E+00   -0.8175572E+01
   81    0.5607159E-02   -0.3253667E+00   -0.5820462E-02
   82    0.8059668E-02   -0.1653670E+00    0.1184916E+01
   83    0.2832642E-02   -0.2490449E+00   -0.3609987E+01
   84    0.4646939E-02    0.8028630E+00    0.1305444E+00
   85    0.1154590E-02    0.1801806E+00   -0.1570805E+01
   86    0.8125940E-03    0.3681929E+00   -0.1582069E-01
   87    0.3991711E-03    0.9516763E+01   -0.6968084E+00
   88    0.4552616E-02    0.1213509E+02    0.9772659E+00
   89    0.5915211E-02   -0.1177461E+00   -0.1384299E+02
   90    0.3945959E-04   -0.4663541E+00   -0.1771176E+01
   91    0.2887462E-04    0.5934875E+00   -0.1567998E-02
   92    0.3109073E-04   -0.2458384E+00   -0.1698233E+01
   93    0.1419870E-04    0.6909634E+00    0.3156380E+00
   94    0.9468434E-05    0.7181936E+00    0.1796652E-01
   95    0.8414283E-05    0.7233329E-01    0.2265285E+01
   96    0.1024286E-04    0.4312227E+00   -0.4840903E+00
   97    0.4940914E-05    0.1565397E+01    0.2432592E+00
   98    0.2520791E-05    0.1141208E+01   -0.2287604E-01
   99    0.3324036E-05    0.3896843E+00   -0.1570559E+01
  100    0.4648186E-06    0.2344685E+01    0.1300074E+00
 Preconditioned BiConjugate Gradient for N, ITOL =  1600    1
 ITER   Error Estimate            Alpha             Beta
    0    0.4939321E-05    0.1610807-309    0.6618505-310
    1    0.5564595E-05    0.2864442E+01    0.6618505-310
    2    0.6537267E-05    0.2684754E+01    0.6015337E+00
    3    0.7648650E-05    0.2090767E+01    0.1536069E+00
    4    0.9215497E-05    0.1432322E+01   -0.6052889E+00
    5    0.4783279E-04   -0.9052918E+01    0.1011041E+01
    6    0.3895485E-04   -0.7279933E+00   -0.1181349E+02
    7    0.1095144E-04    0.7862424E+00   -0.3366374E+00
    8    0.6028914E-05    0.1018256E+01   -0.1176759E+00
    9    0.1407808E-04    0.1138753E+01   -0.1091580E+01
   10    0.8037118E-05    0.1438446E+01    0.5025119E+00
   11    0.2287490E-04   -0.1643111E+01    0.3623148E+00
   12    0.5125188E-05   -0.4054931E+00   -0.7697328E+01
   13    0.6278593E-03    0.1152765E+03    0.2597759E-01
   14    0.1456199E-05    0.5937294E-02   -0.1916430E+05
   15    0.2712759E-04    0.1868756E+02    0.2150919E-04
   16    0.9668518E-06    0.7911684E-01   -0.2119829E+03
   17    0.3006998E-05    0.3904812E+01   -0.1412312E-02
   18    0.1096097E-06    0.3100006E+00   -0.6553899E+01
   19    0.2287056E-06    0.2456982E+01    0.3338762E-02
   20    0.6543389E-07    0.4462865E+00   -0.2887563E+01
   21    0.3755957E-08    0.5087181E+00   -0.7977889E-01
 Preconditioned BiConjugate Gradient for N, ITOL =  4800    1
 ITER   Error Estimate            Alpha             Beta
    0    0.3898684E-02    0.1489917-308    0.6975637-309
    1    0.1397010E+00    0.4278170E+00    0.6975637-309
    2    0.1039188E-01   -0.2295956E-01    0.1938543E+02
    3    0.1446085E+00    0.3020608E+02   -0.1088925E-01
    4    0.6066688E+00    0.1558131E+01   -0.3055950E+02
    5    0.1198021E+00    0.2810703E+00   -0.4432546E+01
    6    0.5771518E-01    0.7608028E+00   -0.4357824E-01
    7    0.8577196E-01    0.1340826E+01   -0.1746701E+00
    8    0.6328530E-01    0.4350608E+00    0.3977481E+00
    9    0.7503929E-01   -0.1719336E+00    0.1772157E+00
   10    0.1711749E+01    0.3699646E+03   -0.1102430E+01
   11    0.6773653E-01    0.3806188E-01   -0.9890297E+04
   12    0.7603886E-01   -0.1684005E+00   -0.3029030E-03
   13    0.6168137E-01   -0.2865566E+01   -0.1210714E+01
   14    0.6566751E-01    0.1372180E+01   -0.3252753E+01
   15    0.6085207E-01    0.1924613E+00    0.7196779E+00
   16    0.1115698E+00   -0.5054741E+00    0.1393904E+01
   17    0.1476193E+00    0.2656752E+01   -0.9036235E+00
   18    0.2192903E+00    0.2878143E+00    0.4625278E+01
   19    0.1765879E+00    0.1777557E+00   -0.4797800E+01
   20    0.1766348E+00    0.5526599E+01    0.1704970E+00
   21    0.7279995E+00    0.3890599E+01    0.1986556E+01
   22    0.1194443E+00    0.1744933E+00   -0.1836591E+02
   23    0.1449794E+00    0.1726635E+01    0.1487597E-01
   24    0.5008396E-01    0.3632448E+00   -0.9280061E+00
   25    0.1001423E+00   -0.4024737E+00    0.3267532E+00
   26    0.2696541E+00   -0.6096959E+01   -0.1198058E+01
   27    0.5331077E-01   -0.5762183E+00   -0.1601562E+02
   28    0.9526627E-01   -0.1611597E+01   -0.1318634E+00
   29    0.6199758E-01    0.8288902E+00   -0.1170092E+01
   30    0.1675168E+00    0.2957223E+00    0.3952926E+01
   31    0.1549985E+00   -0.3546376E+00    0.1916479E+01
   32    0.1017394E+01   -0.1976847E+02   -0.3314497E+00
   33    0.7766716E+00    0.1393843E+00    0.2466456E+02
   34    0.2090180E+00   -0.3029635E+00   -0.1125030E+01
   35    0.4222974E+00   -0.9048606E+00    0.2938827E-01
   36    0.4116535E+00   -0.6304239E+00   -0.2563397E+01
   37    0.1509439E+00    0.5743313E+00   -0.1011547E+01
   38    0.1223475E+00    0.3210829E+01   -0.1771696E+00
   39    0.1890783E+01   -0.2469770E+02    0.2152835E+01
   40    0.1259637E+01    0.1066424E+00    0.4748327E+02
   41    0.1841061E+00   -0.1053261E+01   -0.4800274E+00
   42    0.1246285E+00    0.5768920E+00    0.2163427E+00
   43    0.7852777E+00   -0.4306197E+01   -0.1034902E+00
   44    0.3524494E+00   -0.1213858E+00   -0.3423273E+02
   45    0.9945044E-01    0.9253774E-01   -0.3577587E+00
   46    0.4294135E+00   -0.5350573E+01   -0.2502584E-01
   47    0.3397719E+00    0.1291983E+00    0.9607644E+00
   48    0.3350642E+00    0.3813000E+00   -0.7310178E+00
   49    0.5407025E+00   -0.3986775E+00   -0.3266730E+01
   50    0.2592636E+00   -0.1497787E+02   -0.1552338E+01
   51    0.2286864E+00    0.7540938E+00   -0.4420060E+01
   52    0.3715995E+00    0.9340889E+00   -0.1154880E+01
   53    0.1717593E+01    0.3123228E+01   -0.2672882E+00
   54    0.3468807E+00   -0.2106104E+00    0.1691401E+02
   55    0.1007029E+01    0.1088188E+01   -0.1290008E+00
   56    0.3834981E+00    0.8205576E+01    0.1633023E+01
   57    0.2888552E+00    0.1962461E+00   -0.6827476E+00
   58    0.3034626E+00    0.3017756E+00   -0.6788906E+00
   59    0.1966679E+00    0.3544515E+00    0.2174038E+01
   60    0.1796861E+00    0.1902618E+01   -0.3257337E+00
   61    0.8578832E-01    0.1379611E+01    0.7533322E+00
   62    0.1276401E+00   -0.4152918E+00    0.9772427E+00
   63    0.1738796E+01   -0.3431332E+01    0.1919110E+01
   64    0.2594745E+00   -0.3116398E+00   -0.1556085E+02
   65    0.4270671E+00    0.8531008E+00    0.8434995E-01
   66    0.9601772E+00   -0.1516793E+01    0.8003219E+00
   67    0.4511855E+00   -0.1634189E+00   -0.1209235E+02
   68    0.3418205E-01    0.8757973E+00    0.5170396E-01
   69    0.4351773E-01    0.1615825E+01   -0.1143405E+00
   70    0.4163134E-01    0.6181710E-01   -0.4902523E-01
   71    0.1099915E+00    0.1378124E+02   -0.9920268E+00
   72    0.1017699E+00    0.7046493E-01    0.2651883E+02
   73    0.7399552E-01    0.1915611E+00   -0.2527629E+00
   74    0.2973399E-01    0.3925007E+01   -0.5952327E+00
   75    0.8713011E-01    0.3773457E+01    0.1800823E+01
   76    0.1791878E-01    0.2643187E+00   -0.9233929E+01
   77    0.2036715E-01    0.4547091E-01   -0.8778283E-02
   78    0.1397678E-01   -0.5030572E+01   -0.1278243E+01
   79    0.1725711E-01   -0.4321698E+00    0.5501815E+00
   80    0.1525783E-01   -0.1214588E+01   -0.1424965E+01
   81    0.1019728E-02    0.8861829E+00   -0.2121786E+01
   82    0.1569095E-02   -0.6673869E+00   -0.3920718E-02
   83    0.6326472E-03   -0.7043286E+00   -0.3517369E+01
   84    0.1719998E-02   -0.4229702E+01    0.8427236E-01
   85    0.1811968E-02   -0.1494995E-01   -0.2152183E+01
   86    0.3224209E-03    0.3634132E+01   -0.1187580E+01
   87    0.5381388E-02   -0.1708080E+02    0.2300107E+00
   88    0.5592831E-04   -0.4168547E-01   -0.4507759E+03
   89    0.5792205E-04    0.1976026E+00   -0.2147161E-04
   90    0.5895105E-04    0.6787285E-02   -0.4780845E-01
   91    0.1963192E-04   -0.7454363E+02   -0.1065457E+01
   92    0.4589613E-04    0.4064593E+01    0.2413451E+01
   93    0.7856750E-04   -0.3028675E+00   -0.3731259E+01
   94    0.7521829E-05   -0.2953750E+00   -0.3371779E+01
   95    0.9345284E-05   -0.4467454E+00   -0.1166822E-02
   96    0.4524970E-05   -0.1744841E+00   -0.9162547E+01
   97    0.3512000E-05    0.5808389E+00    0.1250673E-01
   98    0.1703808E-05    0.1678059E+01   -0.3110393E+00
   99    0.8820184E-06    0.5749538E+00    0.5973435E+00
 Preconditioned BiConjugate Gradient for N, ITOL =  1600    1
 ITER   Error Estimate            Alpha             Beta
    0    0.4908080E-05    0.1610807-309    0.6618505-310
    1    0.5539103E-05    0.2877701E+01    0.6618505-310
    2    0.6384006E-05    0.2649227E+01    0.6022773E+00
    3    0.8584871E-05    0.2317357E+01    0.1520293E+00
    4    0.1297683E-04    0.1600119E+01   -0.7668295E+00
    5    0.2064376E-04    0.3050768E+01    0.9775805E+00
    6    0.1532906E-04    0.2555323E+00   -0.4946701E+00
    7    0.8660808E-05    0.2186170E+01   -0.4991658E+00
    8    0.1134239E-04    0.2221229E+01   -0.1968737E+01
    9    0.4236594E-05    0.7459257E+00    0.3996192E+00
   10    0.1158610E-03   -0.3251029E+02   -0.1272013E+00
   11    0.7085319E-05    0.2745012E-01    0.1124625E+04
   12    0.3904233E-05   -0.3658907E+01   -0.2390025E-02
   13    0.2099401E-05    0.3441800E+00    0.4645287E+00
   14    0.1047594E-05    0.1542383E+01   -0.2942091E+00
   15    0.1735011E-05   -0.6139016E+00    0.2592290E+00
   16    0.9247323E-06   -0.1882966E+01   -0.1918003E+01
   17    0.1260543E-05   -0.3307562E+00    0.8788706E-01
   18    0.1335173E-06   -0.3435233E+01   -0.1714163E+01
   19    0.3885713E-07    0.9377754E+00    0.6959790E-01
   20    0.1020737E-07    0.7327440E+00   -0.1071082E+00
   21    0.5907761E-08    0.3793559E+00    0.3119857E-01
 Preconditioned BiConjugate Gradient for N, ITOL =  4800    1
 ITER   Error Estimate            Alpha             Beta
    0    0.3874679E-02    0.1489917-308    0.6975637-309
    1    0.1272392E+00    0.4011161E+00    0.6975637-309
    2    0.1012837E-01   -0.2506582E-01    0.1666695E+02
    3    0.1487644E+00    0.3083373E+02   -0.1301540E-01
    4    0.5654123E+00    0.1431411E+01   -0.3257319E+02
    5    0.1189407E+00    0.2990657E+00   -0.3762718E+01
    6    0.5911080E-01    0.7737209E+00   -0.4751358E-01
    7    0.5921231E-01    0.8775937E+00   -0.2260167E+00
    8    0.5399777E-01    0.9946307E+00    0.4154508E+00
    9    0.7209292E-01   -0.4012666E+00    0.3127141E+00
   10    0.2039504E+00    0.1172288E+02   -0.1535835E+01
   11    0.8061197E-01    0.3884344E+00   -0.3546617E+02
   12    0.1078271E+00   -0.3042190E+00   -0.6026336E-01
   13    0.6560248E-01   -0.1469434E+01   -0.1831519E+01
   14    0.6238173E-01    0.7023858E+00   -0.5785149E+00
   15    0.6189954E-01    0.2948869E+00    0.4871482E+01
   16    0.6890927E-01   -0.1504693E+00    0.9675674E-01
   17    0.7079248E-01    0.5001206E+01   -0.1147850E+01
   18    0.1954745E+00   -0.3978489E+00   -0.2520808E+02
   19    0.1204545E+00   -0.1034400E+01   -0.1124785E+01
   20    0.2592519E+00    0.2147152E+01   -0.9750748E+00
   21    0.1768313E+00    0.3702002E+00    0.2133879E+00
   22    0.2652532E+00   -0.7385849E+00   -0.3965337E+00
