    I     J        X             Y             P             U             V             T
   18    13   4.12500E-03   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93638E+02
   19    13   4.37500E-03   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93574E+02
   20    13   4.62500E-03   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93532E+02
   21    13   4.87500E-03   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93512E+02
   22    13   5.12500E-03   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93512E+02
   23    13   5.37500E-03   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93532E+02
   24    13   5.62500E-03   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93574E+02
   25    13   5.87500E-03   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93639E+02
   26    13   6.12500E-03   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93731E+02
   27    13   6.37500E-03   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   28    13   6.62500E-03   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94019E+02
   29    13   6.87500E-03   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94230E+02
   30    13   7.12500E-03   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94502E+02
   31    13   7.37500E-03   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94849E+02
   32    13   7.62500E-03   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   33    13   7.87500E-03   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95852E+02
   34    13   8.12500E-03   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   35    13   8.37500E-03   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97463E+02
   36    13   8.62500E-03   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98603E+02
   37    13   8.87500E-03   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
   38    13   9.12500E-03   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
   39    13   9.37500E-03   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04184E+02
   40    13   9.62500E-03   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
   41    13   9.87500E-03   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
   42    13   1.00000E-02   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    1    14   0.00000E+00   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    2    14   1.25000E-04   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
    3    14   3.75000E-04   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
    4    14   6.25000E-04   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04184E+02
    5    14   8.75000E-04   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
    6    14   1.12500E-03   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
    7    14   1.37500E-03   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98602E+02
    8    14   1.62500E-03   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
    9    14   1.87500E-03   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   10    14   2.12500E-03   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95851E+02
   11    14   2.37500E-03   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   12    14   2.62500E-03   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94849E+02
   13    14   2.87500E-03   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94502E+02
   14    14   3.12500E-03   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94230E+02
   15    14   3.37500E-03   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94018E+02
   16    14   3.62500E-03   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   17    14   3.87500E-03   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93731E+02
   18    14   4.12500E-03   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93639E+02
   19    14   4.37500E-03   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93574E+02
   20    14   4.62500E-03   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93532E+02
   21    14   4.87500E-03   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93512E+02
   22    14   5.12500E-03   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93512E+02
   23    14   5.37500E-03   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93533E+02
   24    14   5.62500E-03   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93574E+02
   25    14   5.87500E-03   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93639E+02
   26    14   6.12500E-03   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93731E+02
   27    14   6.37500E-03   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   28    14   6.62500E-03   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94019E+02
   29    14   6.87500E-03   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94231E+02
   30    14   7.12500E-03   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94503E+02
   31    14   7.37500E-03   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94850E+02
   32    14   7.62500E-03   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   33    14   7.87500E-03   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95851E+02
   34    14   8.12500E-03   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   35    14   8.37500E-03   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
   36    14   8.62500E-03   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98602E+02
   37    14   8.87500E-03   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
   38    14   9.12500E-03   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
   39    14   9.37500E-03   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04183E+02
   40    14   9.62500E-03   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
   41    14   9.87500E-03   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
   42    14   1.00000E-02   3.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    1    15   0.00000E+00   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    2    15   1.25000E-04   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
    3    15   3.75000E-04   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
    4    15   6.25000E-04   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04184E+02
    5    15   8.75000E-04   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
    6    15   1.12500E-03   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
    7    15   1.37500E-03   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98602E+02
    8    15   1.62500E-03   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
    9    15   1.87500E-03   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   10    15   2.12500E-03   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95851E+02
   11    15   2.37500E-03   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   12    15   2.62500E-03   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94849E+02
   13    15   2.87500E-03   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94502E+02
   14    15   3.12500E-03   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94230E+02
   15    15   3.37500E-03   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94018E+02
   16    15   3.62500E-03   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   17    15   3.87500E-03   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93731E+02
   18    15   4.12500E-03   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93639E+02
   19    15   4.37500E-03   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93574E+02
   20    15   4.62500E-03   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93533E+02
   21    15   4.87500E-03   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93512E+02
   22    15   5.12500E-03   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93512E+02
   23    15   5.37500E-03   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93533E+02
   24    15   5.62500E-03   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93574E+02
   25    15   5.87500E-03   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93639E+02
   26    15   6.12500E-03   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93731E+02
   27    15   6.37500E-03   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   28    15   6.62500E-03   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94019E+02
   29    15   6.87500E-03   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94231E+02
   30    15   7.12500E-03   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94503E+02
   31    15   7.37500E-03   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94850E+02
   32    15   7.62500E-03   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   33    15   7.87500E-03   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95851E+02
   34    15   8.12500E-03   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   35    15   8.37500E-03   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
   36    15   8.62500E-03   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98602E+02
   37    15   8.87500E-03   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
   38    15   9.12500E-03   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
   39    15   9.37500E-03   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04183E+02
   40    15   9.62500E-03   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
   41    15   9.87500E-03   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
   42    15   1.00000E-02   3.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    1    16   0.00000E+00   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    2    16   1.25000E-04   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
    3    16   3.75000E-04   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
    4    16   6.25000E-04   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04184E+02
    5    16   8.75000E-04   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
    6    16   1.12500E-03   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
    7    16   1.37500E-03   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98603E+02
    8    16   1.62500E-03   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97463E+02
    9    16   1.87500E-03   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   10    16   2.12500E-03   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95852E+02
   11    16   2.37500E-03   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   12    16   2.62500E-03   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94849E+02
   13    16   2.87500E-03   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94502E+02
   14    16   3.12500E-03   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94230E+02
   15    16   3.37500E-03   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94019E+02
   16    16   3.62500E-03   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   17    16   3.87500E-03   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93730E+02
   18    16   4.12500E-03   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93638E+02
   19    16   4.37500E-03   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93573E+02
   20    16   4.62500E-03   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93532E+02
   21    16   4.87500E-03   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93512E+02
   22    16   5.12500E-03   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93512E+02
   23    16   5.37500E-03   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93532E+02
   24    16   5.62500E-03   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93573E+02
   25    16   5.87500E-03   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93638E+02
   26    16   6.12500E-03   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93730E+02
   27    16   6.37500E-03   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   28    16   6.62500E-03   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94018E+02
   29    16   6.87500E-03   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94230E+02
   30    16   7.12500E-03   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94502E+02
   31    16   7.37500E-03   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94849E+02
   32    16   7.62500E-03   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95290E+02
   33    16   7.87500E-03   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95851E+02
   34    16   8.12500E-03   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   35    16   8.37500E-03   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
   36    16   8.62500E-03   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98602E+02
   37    16   8.87500E-03   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00045E+02
   38    16   9.12500E-03   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
   39    16   9.37500E-03   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04183E+02
   40    16   9.62500E-03   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
   41    16   9.87500E-03   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
   42    16   1.00000E-02   3.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    1    17   0.00000E+00   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    2    17   1.25000E-04   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
    3    17   3.75000E-04   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
    4    17   6.25000E-04   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04184E+02
    5    17   8.75000E-04   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
    6    17   1.12500E-03   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
    7    17   1.37500E-03   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98602E+02
    8    17   1.62500E-03   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
    9    17   1.87500E-03   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   10    17   2.12500E-03   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95851E+02
   11    17   2.37500E-03   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   12    17   2.62500E-03   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94849E+02
   13    17   2.87500E-03   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94502E+02
   14    17   3.12500E-03   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94230E+02
   15    17   3.37500E-03   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94018E+02
   16    17   3.62500E-03   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   17    17   3.87500E-03   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93731E+02
   18    17   4.12500E-03   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93639E+02
   19    17   4.37500E-03   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93574E+02
   20    17   4.62500E-03   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93532E+02
   21    17   4.87500E-03   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93512E+02
   22    17   5.12500E-03   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93512E+02
   23    17   5.37500E-03   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93533E+02
   24    17   5.62500E-03   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93574E+02
   25    17   5.87500E-03   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93639E+02
   26    17   6.12500E-03   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93731E+02
   27    17   6.37500E-03   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   28    17   6.62500E-03   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94019E+02
   29    17   6.87500E-03   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94231E+02
   30    17   7.12500E-03   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94502E+02
   31    17   7.37500E-03   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94849E+02
   32    17   7.62500E-03   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   33    17   7.87500E-03   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95851E+02
   34    17   8.12500E-03   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   35    17   8.37500E-03   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
   36    17   8.62500E-03   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98602E+02
   37    17   8.87500E-03   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00045E+02
   38    17   9.12500E-03   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
   39    17   9.37500E-03   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04183E+02
   40    17   9.62500E-03   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
   41    17   9.87500E-03   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
   42    17   1.00000E-02   3.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    1    18   0.00000E+00   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    2    18   1.25000E-04   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
    3    18   3.75000E-04   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
    4    18   6.25000E-04   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04184E+02
    5    18   8.75000E-04   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
    6    18   1.12500E-03   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
    7    18   1.37500E-03   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98603E+02
    8    18   1.62500E-03   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97463E+02
    9    18   1.87500E-03   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   10    18   2.12500E-03   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95852E+02
   11    18   2.37500E-03   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   12    18   2.62500E-03   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94849E+02
   13    18   2.87500E-03   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94502E+02
   14    18   3.12500E-03   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94230E+02
   15    18   3.37500E-03   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94019E+02
   16    18   3.62500E-03   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   17    18   3.87500E-03   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93730E+02
   18    18   4.12500E-03   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93638E+02
   19    18   4.37500E-03   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93573E+02
   20    18   4.62500E-03   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93532E+02
   21    18   4.87500E-03   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93512E+02
   22    18   5.12500E-03   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93512E+02
   23    18   5.37500E-03   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93532E+02
   24    18   5.62500E-03   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93573E+02
   25    18   5.87500E-03   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93638E+02
   26    18   6.12500E-03   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93730E+02
   27    18   6.37500E-03   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   28    18   6.62500E-03   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94018E+02
   29    18   6.87500E-03   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94230E+02
   30    18   7.12500E-03   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94502E+02
   31    18   7.37500E-03   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94849E+02
   32    18   7.62500E-03   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95290E+02
   33    18   7.87500E-03   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95851E+02
   34    18   8.12500E-03   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   35    18   8.37500E-03   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
   36    18   8.62500E-03   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98602E+02
   37    18   8.87500E-03   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00045E+02
   38    18   9.12500E-03   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
   39    18   9.37500E-03   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04183E+02
   40    18   9.62500E-03   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
   41    18   9.87500E-03   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
   42    18   1.00000E-02   4.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    1    19   0.00000E+00   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    2    19   1.25000E-04   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
    3    19   3.75000E-04   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
    4    19   6.25000E-04   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04184E+02
    5    19   8.75000E-04   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
    6    19   1.12500E-03   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
    7    19   1.37500E-03   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98602E+02
    8    19   1.62500E-03   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
    9    19   1.87500E-03   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   10    19   2.12500E-03   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95851E+02
   11    19   2.37500E-03   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   12    19   2.62500E-03   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94849E+02
   13    19   2.87500E-03   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94502E+02
   14    19   3.12500E-03   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94230E+02
   15    19   3.37500E-03   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94018E+02
   16    19   3.62500E-03   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   17    19   3.87500E-03   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93731E+02
   18    19   4.12500E-03   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93639E+02
   19    19   4.37500E-03   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93574E+02
   20    19   4.62500E-03   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93532E+02
   21    19   4.87500E-03   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93512E+02
   22    19   5.12500E-03   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93512E+02
   23    19   5.37500E-03   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93533E+02
   24    19   5.62500E-03   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93574E+02
   25    19   5.87500E-03   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93639E+02
   26    19   6.12500E-03   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93731E+02
   27    19   6.37500E-03   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   28    19   6.62500E-03   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94019E+02
